organization_id,email,phone,address
297,morgansmuttsrac@yahoo.com,804-551-2908,"Jetersville, VA, 23083, US"
298,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
299,adoptions.BTHAR@gmail.com,662 640 9505,"Allentown, NJ, 08501, US"
300,olddominionhumanesociety@Gmail.com,1234567890,"Fredericksburg, VA, 22401, US"
301,Animal.Services@cityofdenton.com,(940) 349-7594,"3717 N Elm Street, Denton, TX, 76205, US"
302,lmrapplications@gmail.com,1234567890,"Raleigh, NC, 27675, US"
303,pawsintheph@yahoo.com,(803) 285-1809,"222 Palmetto Kennel Ln., Lancaster, SC, 29720, US"
304,adoptions@wagginghearts.org,(855) 924-4464,"Hainesville, IL, 60030, US"
305,lhkyrescue@gmail.com,1234567890,"Cincinnati, OH, 45211, US"
306,paws@northwoodshumanesociety.org,(715) 634-5394,"PO Box 82, 10812N OBrien Hill Road, Hayward, WI, 54843, US"
307,banimalshelter@yahoo.com,(205) 625-6026,"5241 County Highway 1, PO Box 458, Cleveland, AL, 35049, US"
308,parkerandpets@yahoo.com,406-212-7544   ,"41680 Flathead View Drive, Polson, MT, 59860, US"
309,info@pawsandclaws.us,1234567890,"PO Box 732137, Puyallup, WA, 98444, US"
310,Hhpmontana1@gmail.com,(406) 860-8735,"2910 Hannon Road, Billings, MT, 59101, US"
311,jpr@jenniferspetrescue.com,(770) 505-3261,"2271 McPherson Church Road, Dallas, GA, 30132, US"
312,adopt@doggoneseattle.org,1234567890,"Seattle, WA, 98165, US"
313,quincywaanimalshelter@quincypd.org,(509) 787-4718 ext. 533,"213 6th Ave NE, Quincy, WA, 98848, US"
314,ContactUs@lifehouse4animals.org,502-875-3436,"14 Fido Court, Frankfort, KY, 40601, US"
315,woodstockadoption715@gmail.com,859-277-7729,"843 Lane Allen Road, Lexington, KY, 40504, US"
316,freedomunchainedinc@gmail.com,919-757-4145,"Turkey, NC, 28393, US"
317,adopt@acctphilly.org,(267) 385-3800,"111 W. Hunting Park Ave., Philadelphia, PA, 19140, US"
318,animalcontrol@greenbeltmd.gov,(301) 474-6124,"550A Crescent Road, Greenbelt, MD, 20770, US"
319,applications@almatailsofhope.com,(608) 205-8580,"Alma, WI, 54610, US"
320,info@oregondogrescue.org,(503) 612-0111,"6700 SW Nyberg St., Tualatin, OR, 97062, US"
321,beaglesandbuddies@gmail.com,1234567890,"23430 US Hwy #18, Apple Valley, CA, 92307, US"
322,pganimals@princegeorgecountyva.gov,(804) 991-3200,"8391 County Drive, Disputanta, VA 23842, Prince George, VA, 23875, US"
323,Friendssheltercockecounty@gmail.com,(423) 532-8475,"420 Humane Way, Newport, TN, 37821, US"
324,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
325,info@tailsofgray.org,1234567890,"P.O. Box 434, Clayton, CA, 94517, US"
326,vbpdac@vbgov.com,757-385-4444 ,"341 S. Birdneck Road, Virginia Beach, VA, 23451, US"
327,adopt@seniorhearts.org,(412) 478-1529,"Bradfordwoods, PA, 15015, US"
328,jeffntexarkana@aol.com,903-490-2959,"Texarkana, TX, 75501, US"
329,wpccanimalshelter@gmail.com,(662) 524-4430,"5122 Old Tibbee Road, West Point, MS, 39773, US"
330,barbara.vass@fortbendcountytx.gov,281-342-1512,"1210 Blume Rd., Rosenberg, TX, 77471, US"
331,info@underdogpetrescue.org,608-224-0018,"231 S Fair Oaks Ave, Madison, WI, 53704, US"
332,animalshelter@collincountytx.gov,(972) 547-7292,"4750 Community Ave., Collin County Justice Complex, McKinney, TX, 75070, US"
333,char@adoptgoodkarma.com,1234567890,"White Lake, MI, 48386, US"
334,info@soca-fbc.org,(281) 849-7622,"P.O. Box 1595, Rosenberg, TX, 77471, US"
335,adoptadog@staf.org,1234567890,"4011 Red Bank Road, Cincinnati, OH, 45227, US"
336,madeline@sheprescue.org,1234567890,"3016 S. Hill street, Los Angeles, CA, 90007, US"
337,adoptions@theanimalleague.org,(352) 429-6334,"4648 Baptist Island Road, Groveland FL 32736, Clermont, FL, 34712, US"
338,adopt@dogswithoutborders.org,1234567890,"330 South La Cienega, Los Angeles, CA, 90048, US"
339,info@kearneyanimalshelter.com,(308) 237-7387,"3205 W. Hwy. 30, Kearney, NE, 68845, US"
340,info@kentanimalshelter.com,631-727-5731,"2259 River Rd., Calverton, NY, 11933, US"
341,VintageRacersForRescues@gmail.com,(434) 250-9080,"Blanch, NC, 27212, US"
342,Info@sumnerhumane.org,(615) 822-0061,"16 Volunteer Dr., P.O. Box 2412, Hendersonville, TN, 37075, US"
343,info@tailsofgray.org,1234567890,"P.O. Box 434, Clayton, CA, 94517, US"
344,info@harveyshope.org,1234567890,"Hudson, NH, 03051, US"
345,steve@lovablepaws.org,(843) 422-1549,"24110 Whyte Hardee Blvd, Hardeeville, SC, 29927, US"
346,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
347,secondhanddogrescue@gmail.com,(585) 305-5111,"1041 Culver Rd, Storefront, Rochester, NY, 14609, US"
348,caringsongsrescue@gmail.com,(657) 845-9364,"Manhattan Beach, CA, 90267, US"
349,info@luckydayrescue.org,844-925-5327,"Aspen, CO, 81612, US"
350,rescuek911@yahoo.com,(913) 543-1364,"Merriam, KS, 66203, US"
351,yardleydogs2@aol.com,1234567890,"Hagerstown, MD, 21740, US"
352,olddominionhumanesociety@Gmail.com,1234567890,"3602 Lafayette Blvd, Fredericksburg, VA, 22408, US"
353,LoveDogs.BedfordNY@gmail.com,1234567890,"Ossining, NY, 10562, US"
354,nypetrescue@gmail.com,(914) 835-3332,"7 Harrison Avenue, Harrison, NY, 10528, US"
355,spcaofpolkcounty@spcaofpolkcounty.org,(936) 327-7722,"802 S. Houston, P.O. Box 1403, Livingston, TX, 77351, US"
356,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
357,info@underdogpetrescue.org,608-224-0018,"231 S Fair Oaks Ave, Madison, WI, 53704, US"
358,acowf@att.net,850-638-2082 ,"686 Highway 90, Chipley, FL, 32428, US"
359,abn@gmail.com,(803) 776-7387,"Columbia, SC, 29209, US"
360,nypetrescue@gmail.com,(914) 835-3332,"7 Harrison Avenue, Harrison, NY, 10528, US"
361,sweetadoptables@ymail.com,1234567890,"Westport, CT, 06880, US"
362,fortheloveofstrays@yahoo.com,(361) 462-7911,"P.O. Box 8122, Corpus Christi, TX, 78468, US"
363,Albertsdoglounge@gmail.com,1234567890,"Whitewater, WI, 53190, US"
364,HSOanimalshelter@co.humboldt.ca.us,(707) 840-9132  ,"980 Lycoming Road, McKinleyville, CA, 95519, US"
365,info@lakeshorepaws.org,(219) 476-7297,"4611 Evans Ave, Valparaiso, IN, 46383, US"
366,adopt@nebraskadachshundrescue.org,1234567890,"Omaha, NE, 68138, US"
367,underdogrescue17@gmail.com,(435) 260-8033,"Moab, UT, 84532, US"
368,kaeli@fchsmo.org,(636) 583-4300,"1222 West Main St., Union, MO, 63084, US"
369,jodianna032007@gmail.com,(517) 936-1067,"950 W. Monroe St, Suite 150, Jackson, MI, 49202, US"
370,abs@gmail.com,(803) 776-7387,"Columbia, SC, 29209, US"
371,goldfishmom73@gmail.com,1234567890,"Saint Louis, MO, 63139, US"
372,info@pawsandclaws.us,1234567890,"PO Box 732137, Puyallup, WA, 98444, US"
373,adopt@ilovefamilydog.org,1234567890,"San Francisco, CA, 94103, US"
374,info@thepibafoundation.org,(813) 867-6005,"Tampa, FL, 33611, US"
375,pets@tricountyhumanesociety.org,320-252-0896,"735 8th St. NE, PO Box 701, Saint Cloud, MN, 56302, US"
376,info@midlandshumanesociety.org,(712)396-2270,"1020 Railroad Avenue, Council Bluffs, IA, 51503, US"
377,pets@tricountyhumanesociety.org,320-252-0896,"735 8th St. NE, PO Box 701, Saint Cloud, MN, 56302, US"
378,cooperschance@yahoo.com,1234567890,"Chandler, AZ, 85249, US"
379,pdeal@las-cruces.org,(575) 382-0018,"3551 Bataan Memorial West, Las Cruces, NM, 88012, US"
380,yardleydogs2@aol.com,1234567890,"Newtown, PA, 18940, US"
381,info@soca-fbc.org,(281) 849-7622,"P.O. Box 1595, Rosenberg, TX, 77471, US"
382,info@lakeshorepaws.org,(219) 476-7297,"4611 Evans Ave, Valparaiso, IN, 46383, US"
383,paws@northwoodshumanesociety.org,(715) 634-5394,"PO Box 82, 10812N OBrien Hill Road, Hayward, WI, 54843, US"
384,adopt@msrnt.com,1234567890,"P.O. Box 112341, Carrollton, TX, 75011, US"
385,info@kearneyanimalshelter.com,(308) 237-7387,"3205 W. Hwy. 30, Kearney, NE, 68845, US"
386,pets@tricountyhumanesociety.org,320-252-0896,"735 8th St. NE, PO Box 701, Saint Cloud, MN, 56302, US"
387,paws@northwoodshumanesociety.org,(715) 634-5394,"PO Box 82, 10812N OBrien Hill Road, Hayward, WI, 54843, US"
388,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
389,shelter-OH382@petfinder.com,1234567890,"1165 Seriff Rd., Lima, OH, 45805, US"
390,trkrescue@gmail.com,1234567890,"Bloomsbury, NJ, 08804, US"
391,gailspets@hotmail.com,870-431-8229  ,"310-CR 119, Oakland, AR, 72661, US"
392,info@underdogpetrescue.org,608-224-0018,"231 S Fair Oaks Ave, Madison, WI, 53704, US"
393,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
394,dog_it_dig_it_rescue@yahoo.com,(812) 264-7239,"Terre Haute, IN, 47802, US"
395,adopt@nebraskadachshundrescue.org,1234567890,"Omaha, NE, 68138, US"
396,info@nittanybeaglerescue.org,1234567890,"P.O. Box 127, West Decatur, PA, 16878, US"
397,gailspets@hotmail.com,870-431-8229  ,"310-CR 119, Oakland, AR, 72661, US"
398,pawsdogadopt@gmail.com,(850) 243-1525,"752 Lovejoy Road, Fort Walton Beach, FL, 32548, US"
399,therescueboutique@gmail.com,1234567890,"Zionsville, IN, 46077, US"
400,aap1@frontiernet.net,(217) 835-2538,"807 Stewart Rd, P.O.Box 53, Benld, IL, 62009, US"
401,fourpreciouspaws1@yahoo.com,(765) 450-6750,"3117 S. LaFountain, Kokomo, IN, 46902, US"
402,moorehumane@gmail.com,9109472631,"5355 NC Hwy 22, Carthage, NC, 28327, US"
403,info@midlandshumanesociety.org,(712)396-2270,"1020 Railroad Avenue, Council Bluffs, IA, 51503, US"
404,info@azsmalldog.org,(602) 944-2440,"1102 W Hatcher Road, Phoenix, AZ, 85021, US"
405,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
406,info@rescuedogsrocknyc.org,1234567890,"New York, NY, 10075, US"
407,moorehumane@gmail.com,9109472631,"5355 NC Hwy 22, Carthage, NC, 28327, US"
408,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
409,teresasavespets@gmail.com,(817) 392-1234,"4900 Martin Street, Fort Worth, TX, 76119, US"
410,straypawsrescuestl@gmail.com,(314) 254-3466,"Lake Saint Louis, MO, 63367, US"
411,info@animalhouseshelter.com,(847) 961-5541,"13005 Ernesti Rd, Huntley, IL, 60142, US"
412,adopt@harfordshelter.org,(410) 836-1090,"2208 Connolly Road, Fallston, MD, 21047, US"
413,motleyrescue@gmail.com,1234567890,"Manchester, NH, 03102, US"
414,abo@gmail.com,(904) 302-3980,"2364 Emerson St, Jacksonville, FL, 32207, US"
415,info@hshcky.org,(270) 826-8966,"203 Drury Lane, Henderson, KY, 42420, US"
416,harescue1@aol.com,(347) 722-5939,"PO Box 170289, Ozone Park, NY, 11417, US"
417,madeline@sheprescue.org,1234567890,"3016 S. Hill street, Los Angeles, CA, 90007, US"
418,hopkinscohs@gmail.com,(270) 821-8965,"2210 Laffoon Trail, Madisonville, KY, 42431, US"
419,adopt@orangeburgspca.org,(803) 536-3918,"225 Ruf Road, PO Box 1584, Orangeburg, SC 29118, Orangeburg, SC, 29118, US"
420,therescueboutique@gmail.com,1234567890,"Zionsville, IN, 46077, US"
421,motleyrescue@gmail.com,1234567890,"Manchester, NH, 03102, US"
422,steve@lovablepaws.org,(843) 422-1549,"24110 Whyte Hardee Blvd, Hardeeville, SC, 29927, US"
423,met@otelco.net,1234567890,"P.O. Box 304, Locust Fork, AL, 35097, US"
424,shelterstaff@cookeville-tn.org,(931) 526-3647,"2650 Gainesboro Grade, Cookeville, TN, 38501, US"
425,beata778@yahoo.com,1234567890,"Middletown, CT, 06457, US"
426,info@nittanybeaglerescue.org,1234567890,"P.O. Box 127, West Decatur, PA, 16878, US"
427,peshelter@perrycountyohio.net,(740) 342-3795,"1650 Commerce Drive, Perry County Industrial Park, New Lexington, OH, 43764, US"
428,hearts4doxies@gmail.com,1234567890,"Renton, WA, 98058, US"
429,palsplace1@hotmail.com,1234567890,"Chicago, IL, 60618, US"
430,adoptions@wagginghearts.org,(855) 924-4464,"Hainesville, IL, 60030, US"
431,adopt@strengthofshadow.org,1234567890,"PO Box 97, Bodfish, CA, 93205, US"
432,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
433,moorehumane@gmail.com,9109472631,"5355 NC Hwy 22, Carthage, NC, 28327, US"
434,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
435,secondhanddogrescue@gmail.com,(585) 305-5111,"1041 Culver Rd, Storefront, Rochester, NY, 14609, US"
436,orphanannierescue@gmail.com,1234567890,"Atlanta, GA, 30341, US"
437,woof@olddogsnewdigs.com,1234567890,"Westbrook, ME, 04092, US"
438,kcas@kentcountymi.gov,(616) 632-7300,"740 Fuller Ave. NE, Grand Rapids, MI, 49503, US"
439,adopt@seniorhearts.org,(412) 478-1529,"Bradfordwoods, PA, 15015, US"
440,savingshepherdsmn@gmail.com,1234567890,"Hugo, MN, 55038, US"
441,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
442,shelter-OH382@petfinder.com,1234567890,"1165 Seriff Rd., Lima, OH, 45805, US"
443,madeline@sheprescue.org,1234567890,"3016 S. Hill street, Los Angeles, CA, 90007, US"
444,adopt.macc@nashville.gov,(615) 862-7928,"5125 Harding Place, Nashville, TN, 37211, US"
445,adoptions@icarestl.org,(314) 696-2444,"St. Louis, MO, 63103, US"
446,info@rchumanesociety.org,760-753-6413  ,"389 Requeza Street, Encinitas, CA, 92024, US"
447,info@harveyshope.org,1234567890,"Hudson, NH, 03051, US"
448,lcdkvolunteers@gmail.com,(440) 326-5995,"301 Hadaway St., Elyria, OH, 44035, US"
449,pawsofloveanimalrescue@yahoo.com,1234567890,"Dallas, TX, 75229, US"
450,volunteers@mansfieldshelter.org,(508) 261-7339,"175 Fruit Street, Mansfield, MA, 02048, US"
451,noconaluckypaws@gmail.com,(940) 867-5015,"653 Airport Rd., Nocona, TX, 76255, US"
452,animal.services@mymanatee.org,(941) 742-5933,"305 - 25th Street West, Palmetto, FL, 34221, US"
453,info@noahshopeanimalrescue.com,712 253-8394   ,"Sioux City, IA, 51103, US"
454,pawsonthegreen@yahoo.com,1234567890,"P.O. Box 276, Edgewater, NJ, 07020, US"
455,yvette@hoofandpawrescue.com,4804731456,"Cave Creek, AZ, 85331, US"
456,Jess.BCARL@gmail.com,(740) 782-9712,"Belmont, OH, 43718, US"
457,pganimals@princegeorgecountyva.gov,(804) 991-3200,"8391 County Drive, Disputanta, VA 23842, Prince George, VA, 23875, US"
458,jpr@jenniferspetrescue.com,(770) 505-3261,"2271 McPherson Church Road, Dallas, GA, 30132, US"
459,rescueadogtoday@gmail.com,(907) 727-6728,"511 W. 41st Ave., Unit C, Anchorage, AK, 99503, US"
460,info@rchumanesociety.org,760-753-6413  ,"389 Requeza Street, Encinitas, CA, 92024, US"
461,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
462,info@animalhouseshelter.com,(847) 961-5541,"13005 Ernesti Rd, Huntley, IL, 60142, US"
463,handsheartspaws@cox.net,1234567890,"Omaha, NE, 68106, US"
464,warrickhs@gmail.com,812-858-1132,"5722 Vann Rd., P.O. Box 82, Newburgh, IN, 47630, US"
465,ahome4spot@gmail.com,(702) 239-7986,"Las Vegas, NV, 89103, US"
466,info@fairhumane.org,(740) 687-0627,"1721 Granville Pike, www.fairhumane.org, Lancaster, OH, 43130, US"
467,info@savingtailsanimalrescue.org,1234567890,"PO Box 285, Frankenmuth, MI, 48734, US"
468,Info@therileyrescue.com,1234567890,"Bellmawr, NJ, 08031, US"
469,Savealifepetres@aol.com,(407) 952-1037,"PO Box 623341, Oviedo, FL, 32762, US"
470,caringsongsrescue@gmail.com,(657) 845-9364,"Manhattan Beach, CA, 90267, US"
471,cbhsadoption@mchsi.com,319-232-6887 ,"1166 W Airline HWY, Waterloo, IA, 50703, US"
472,animalshelter@cityofallen.org,214-509-4378,"770 S. Allen Heights Drive, Northwest Corner of Allen Heights & Bethany, Allen, TX, 75002, US"
473,mail@bamabully.org,1234567890,"Birmingham, AL, 35201, US"
474,info@savingtailsanimalrescue.org,1234567890,"PO Box 285, Frankenmuth, MI, 48734, US"
475,Info.cvrr@gmail.com,(434) 8562676,"PO Box 2172 , Forest, VA, 24551, US"
476,Info@sumnerhumane.org,(615) 822-0061,"16 Volunteer Dr., P.O. Box 2412, Hendersonville, TN, 37075, US"
477,peshelter@perrycountyohio.net,(740) 342-3795,"1650 Commerce Drive, Perry County Industrial Park, New Lexington, OH, 43764, US"
478,sachseb@stjosephcountymi.org,(269) 467-6475,"PO BOX 252, 652 E MAIN ST., Centreville, MI, 49032, US"
479,steve@lovablepaws.org,(843) 422-1549,"24110 Whyte Hardee Blvd, Hardeeville, SC, 29927, US"
480,adopt@doggoneseattle.org,1234567890,"Seattle, WA, 98165, US"
481,farfetchedrescue@gmail.com,1234567890,"Indianapolis, IN, 46241, US"
482,pdeal@las-cruces.org,(575) 382-0018,"3551 Bataan Memorial West, Las Cruces, NM, 88012, US"
483,shelter-IL438@petfinder.com,1234567890,"7340 W 191st St, Tinley Park, IL, 60487, US"
484,Info@sumnerhumane.org,(615) 822-0061,"16 Volunteer Dr., P.O. Box 2412, Hendersonville, TN, 37075, US"
485,evrasstaff@gmail.com,505-384-5117 ,"751 Salt Missions Trail, Moriarty, NM, 87035, US"
486,rescueachi@gmail.com,(858) 256-9479,"San Diego, CA, 92111, US"
487,wmiller@redlandspolice.org,(909) 798-7644,"504 North Kansas St., Redlands, CA, 92373, US"
488,ContactUs@lifehouse4animals.org,502-875-3436,"14 Fido Court, Frankfort, KY, 40601, US"
489,info@animalhope.org,(817) 984-1129,"6708 S. Hulen, Fort Worth, TX, 76133, US"
490,underdogrescue17@gmail.com,(435) 260-8033,"Moab, UT, 84532, US"
491,animalservices@qac.org,(410) 827-7178,"201 Clay Dr, Queenstown, MD, 21658, US"
492,office@harborhumane.org,(616) 399-2119,"14345 Bagley St, West Olive, MI, 49460, US"
493,PIDinc@aol.com,(954) 472-8667,"Davie, FL, 33328, US"
494,loveofalldogs@gmail.com,1234567890,"Brooklyn, NY, 11201, US"
495,pganimals@princegeorgecountyva.gov,(804) 991-3200,"8391 County Drive, Disputanta, VA 23842, Prince George, VA, 23875, US"
496,WOFARinc@gmail.com,8609429871,"Griswold, CT, 06351, US"
497,abp@gmail.com,(803) 776-7387,"Columbia, SC, 29209, US"
498,adoptions@safeanimalshelter.com,(904) 375-9122,"2913 County Road 220, Middleburg, FL, 32068, US"
499,adopt@doggoneseattle.org,1234567890,"Seattle, WA, 98165, US"
500,humblehounds@outlook.com,1234567890,"HONEY BROOK, PA, 19344, US"
501,pawsintheph@yahoo.com,(803) 285-1809,"222 Palmetto Kennel Ln., Lancaster, SC, 29720, US"
502,mcar.tamara@gmail.com,(828) 765-6952,"2492 Hwy 19 E, Spruce Pine, NC, 28777, US"
503,info@fatherjohns.org,973-300-5909,"50 Father Johns Lane, Lafayette, NJ, 07826, US"
504,aalslidell@gmail.com,985-646-4267,"2700 Terrace Ave, Slidell, LA, 70458, US"
505,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
506,info@jerseyshoreanimalcenter.org,(732) 920-1600,"185 Brick Boulevard, Brick, NJ, 08723, US"
507,Info@therileyrescue.com,1234567890,"Bellmawr, NJ, 08031, US"
508,info@aparn.org,(480) 964-3126,"2036 N. Gilbert Rd., Ste. 2-160, Mesa, AZ, 85203, US"
509,kierra@westvalleyhumanesociety.org,(208) 455-5920,"5801 Graye Lane, Caldwell, ID, 83607, US"
510,hss@cablelynx.com,501-268-3535,"112 Johnston Road, P.O. Box 8242, Searcy, AR, 72143, US"
511,olddominionhumanesociety@Gmail.com,1234567890,"3602 Lafayette Blvd, Fredericksburg, VA, 22408, US"
512,arftexas@att.net,(830) 433-2458,"Seguin, TX, 78155, US"
513,paws@northwoodshumanesociety.org,(715) 634-5394,"PO Box 82, 10812N OBrienHillRoad, Hayward, WI, 54843, US"
514,info@rescuecrew.org,(612) 299-2001,"Plymouth, MN, 55447, US"
515,spcaofpolkcounty@spcaofpolkcounty.org,(936) 327-7722,"802 S. Houston, P.O. Box 1403, Livingston, TX, 77351, US"
516,jonahsarkanimalrescue@gmail.com,(732) 232-5954,"Whiting, NJ, 08759, US"
517,madeline@sheprescue.org,1234567890,"3016 S. Hill street, Los Angeles, CA, 90007, US"
518,northwoodsanimalshelter@hotmail.com,906 265-PETS,"930 Selden Road, Iron River, MI, 49935, US"
519,adoptatdchs@gmail.com,812-482-7387   ,"P.O. Box 408, 426 Wernsing Road, Jasper, IN, 47547, US"
520,Strayhavenadoptions@gmail.com,(812) 655-1974,"Aurora, IN, 47001, US"
521,info@rchumanesociety.org,760-753-6413  ,"389 Requeza Street, Encinitas, CA, 92024, US"
522,inquiries@rescue4all.org,1234567890,"Spokane, WA, 99205, US"
523,cbhsadoption@mchsi.com,319-232-6887 ,"1166 W Airline HWY, Waterloo, IA, 50703, US"
524,info@rchumanesociety.org,760-753-6413  ,"389 Requeza Street, Encinitas, CA, 92024, US"
525,rescuerovers@gmail.com,(435) 565-4031  ,"PO Box 71551, Salt Lake City, UT, 84171, US"
526,steve@lovablepaws.org,(843) 422-1549,"24110 Whyte Hardee Blvd, Hardeeville, SC, 29927, US"
527,Police@ivins.com,(435) 628-1049,"474 North 200 West, Ivins, UT, 84738, US"
528,Animaladoptions@decatur-al.gov,(256) 341-4790,"300A Beltline Rd SW, Decatur, AL, 35601, US"
529,ContactUs@lifehouse4animals.org,502-875-3436,"14 Fido Court, Frankfort, KY, 40601, US"
530,info@homeatlasths.org,(541) 296-5189,"200 River Road, The Dalles, OR, 97058, US"
531,adopt@nebraskadachshundrescue.org,1234567890,"Omaha, NE, 68138, US"
532,poochsavers@gmail.com,1234567890,"6204 West Park Boulevard, PLANO, TX, 75093, US"
533,fortheloveofstrays@yahoo.com,(361) 462-7911,"P.O. Box 8122, Corpus Christi, TX, 78468, US"
534,uffdarescue@gmail.com,701-230-4014,"P.O. Box 454, Cando, ND, 58324, US"
535,info@hobocare.org,(303) 744-8329,"Denver, CO, 80209, US"
536,adoptions@adopthope.org,1234567890,"Cedar Rapids, IA, 52405, US"
537,hselco@bellsouth.net,(334) 567-3377,"255 Central Plank Rd. (Hwy9), Wetumpka, AL, 36092, US"
538,info@collarofhope.org,(253) 466-4634,"Olalla, WA, 98359, US"
539,abq@gmail.com,(602) 506-2765,"2500 S. 27th Avenue, (27th and Durango), Phoenix, AZ, 85009, US"
540,pyrpawsnfluffytails@gmail.com,1234567890,"Kiowa, OK, 74553, US"
541,info@soca-fbc.org,(281) 849-7622,"P.O. Box 1595, Rosenberg, TX, 77471, US"
542,info@herorescue.org,1234567890,"Cumming, GA, 30040, US"
543,adopt@strengthofshadow.org,1234567890,"PO Box 97, Bodfish, CA, 93205, US"
544,Animal.Services@cityofdenton.com,(940) 349-7594,"3717 N Elm Street, Denton, TX, 76205, US"
545,info@soca-fbc.org,(281) 849-7622,"P.O. Box 1595, Rosenberg, TX, 77471, US"
546,noahsarktx@yahoo.com,(940) 665-9800,"2501 N Weaver, Gainesville, TX, 76240, US"
547,traci.care@gmail.com,1234567890,"PO Box 215, Aurora, MO, 65605, US"
548,abr@gmail.com,(585) 555-1234,"3177 Latta Road Box 161, Rochester, NY, 14612, US"
549,vbpdac@vbgov.com,757-385-4444 ,"341 S. Birdneck Road, Virginia Beach, VA, 23451, US"
550,farfetchedrescue@gmail.com,1234567890,"Indianapolis, IN, 46241, US"
551,frontdesk@memphishumane.org,(901) 937-3900,"935 Farm Rd, Memphis, TN, 38134, US"
552,info@hsnb.org,(707) 645-7905,"1121 Sonoma Blvd, Vallejo, CA, 94590, US"
553,pawsofloveanimalrescue@yahoo.com,1234567890,"Dallas, TX, 75229, US"
554,pstidmon@gmail.com,1234567890,"Stafford Springs, CT, 06076, US"
555,eaplevergreen@eapl.com,(303) 674-6442,"P. O. Box 2517, Evergreen, CO, 80437, US"
556,lhsinfo@lexingtonhumanesociety.org,859.233.0044 x223,"1600 Old Frankfort Pike, Lexington, KY, 40504, US"
557,anne@lfaw.org,(513) 735-2299,"4193 Taylor Road, Cincinnati, OH, 45103, US"
558,moorehumane@gmail.com,9109472631,"5355 NC Hwy 22, Carthage, NC, 28327, US"
559,madeline@sheprescue.org,1234567890,"3016 S. Hill street, Los Angeles, CA, 90007, US"
560,palofgc@gmail.com,(208) 365-1359,"1526 N. Washington, Emmett, ID, 83617, US"
561,fahpr@att.net,1234567890,"Naperville, IL, 60564, US"
562,sannicoladogrescue@gmail.com,(720) 381-7358,"Westminster, CO, 80021, US"
563,eaplevergreen@eapl.com,(303) 674-6442,"P. O. Box 2517, Evergreen, CO, 80437, US"
564,questions@incohumanesociety.com,(724) 465-7387,"191 Airport Road, Indiana, PA, 15701, US"
565,dawsonhumane@windstream.net,706-265-9160,"633 Martin Road, Dawsonville, GA, 30534, US"
566,eaplevergreen@eapl.com,(303) 674-6442,"P. O. Box 2517, Evergreen, CO, 80437, US"
567,adoptions@theanimalleague.org,(352) 429-6334,"4648 Baptist Island Road, Groveland FL 32736, Clermont, FL, 34712, US"
568,ccas@hesenergy.net,(270) 887-4175,"2935 Russellville Road (Highway 68 East), Hopkinsville, KY, 42240, US"
569,shelter@potsdamhumanesociety.org,315-265-3199,"17 Madrid Ave., Potsdam, NY, 13676, US"
570,adopt@alwaysandfurever.love,(913) 337-3259,"Spring Hill, KS, 66083, US"
571,kierra@westvalleyhumanesociety.org,(208) 455-5920,"5801 Graye Lane, Caldwell, ID, 83607, US"
572,rayeraye1964@yahoo.com,270-724-1385,"526 Atkinson St., Henderson, KY, 42420, US"
573,info@savingtailsanimalrescue.org,1234567890,"PO Box 285, Frankenmuth, MI, 48734, US"
574,underdogrescue17@gmail.com,(435) 260-8033,"Moab, UT, 84532, US"
575,info@animalhouseshelter.com,(847) 961-5541,"13005 Ernesti Rd, Huntley, IL, 60142, US"
576,adopt@harfordshelter.org,(410) 836-1090,"2208 Connolly Road, Fallston, MD, 21047, US"
577,Nancy@ozzieandfriendsrescue.org,1234567890,"Rowland Heights , CA, 91748, US"
578,info@mhspets.org,(231) 839-3800,"5310 W. Houghton Lake Rd (M-55), P.O. Box D, Lake City, MI, 49651, US"
579,c2dogz@ptd.net,1234567890,"Gardiner, NY, 12525, US"
580,motleyrescue@gmail.com,1234567890,"Manchester, NH, 03102, US"
581,nypetrescue@gmail.com,(914) 835-3332,"7 Harrison Avenue, Harrison, NY, 10528, US"
582,noconaluckypaws@gmail.com,(940) 867-5015,"653 Airport Rd., Nocona, TX, 76255, US"
583,dreamhouserescue@yahoo.com,1234567890,"Norwood, OH, 45212, US"
584,adopt@nebraskadachshundrescue.org,1234567890,"Omaha, NE, 68138, US"
585,moultriehs@yahoo.com,(229) 985-5463,"Moultrie, GA, 31768, US"
